SistemaOperativo,PlacaBase,CPU,TemperaturaCPU,MemoriaRAM,MemoriaRAMtotal,MemoriaRAMdisponible,MemoriaRAMEnUso,UsedMemory,AvailableMemory
Microsoft Windows 10 build 19045,MSI unknown H816353711,Intel(R) Core(TM) i5-7600K CPU @ 3.80GHz,0.0 ºC,Available: 6.3 GiB/16.0 GiB,15.96 GB,6.19 GB,9.77 GB,9.77,6.19
